Date,Committee,Hearing Title,Time,Link,Code
"Wednesday, June 7, 2017","Subcommittee on Indian, Insular and Alaska Native Affairs (Committee on Natural Resources)","Legislative Hearing on three bills: H.R. 1074 (Rep. Rod Blum), To repeal the Act entitled An Act to confer jurisdiction on the State of Iowa over offenses committed by or against Indians on the Sac and Fox Indian Reservation. H.R. 1901 (Rep. Don Young), To provide for the conveyance of certain property to the Southeast Alaska Regional Health Consortium located in Sitka, Alaska, and for other purposes.  Southeast Alaska Regional Health Consortium Land Transfer Act of 2017.  S. 249 (Sen. Tom Udall), A bill to provide that the pueblo of Santa Clara may lease for 99 years certain restricted land, and for other purposes.",2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106072,II24
"Wednesday, June 7, 2017",Subcommittee on Tactical Air and Land Forces (Committee on Armed Services),Combat Aviation Modernization Programs and the Fiscal Year 2018 Budget Request,3:30 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106065,AS25
"Thursday, June 8, 2017",Committee on Transportation and Infrastructure,Building a 21st Century Infrastructure for America: Federal Aviation Administration Authorization,9:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106079,PW00
"Thursday, June 8, 2017","Subcommittee on Interior, Environment, and Related Agencies (Committee on Appropriations)",Department of the Interior - Budget Hearing,9:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106055,AP06
"Thursday, June 8, 2017","Subcommittee on Water, Power and Oceans (Committee on Natural Resources)",Legislative Hearing on H.R. 2083 and a Discussion Draft of HR ___ Reclamation Title Transfer Act,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106071,II13
"Thursday, June 8, 2017","Subcommittee on Crime, Terrorism, Homeland Security, and Investigations (Committee on the Judiciary)",Oversight of Department of Justice Grant Programs,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106070,JU08
"Thursday, June 8, 2017",Committee on Foreign Affairs,Attacking Hezbollah s Financial Network: Policy Options,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106094,FA00
"Thursday, June 8, 2017",Subcommittee on Digital Commerce and Consumer Protection (Committee on Energy and Commerce),Disrupter Series: Improving Consumers Financial Options With FinTech,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106075,IF17
"Thursday, June 8, 2017","Subcommittee on Space (Committee on Science, Space, and Technology)",An Overview of the National Aeronautics and Space Administration Budget for Fiscal Year 2018,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106088,SY16
"Thursday, June 8, 2017",Subcommittee on Terrorism and Illicit Finance (Committee on Financial Services), Virtual Currency: Financial Innovation and National Security Implications ,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106101,BA01
"Thursday, June 8, 2017","Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies (Committee on Appropriations)",Commodity Futures Trading Commission - Budget Hearing,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106054,AP01
"Thursday, June 8, 2017",Subcommittee on Oversight and Investigations (Committee on Veterans Affairs),VA and Academic Affiliates:  Who s Benefiting Now?,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106051,VR10
"Thursday, June 8, 2017",Committee on House Administration,Oversight of the Library of Congress Information Technology Management,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106061,HA00
"Thursday, June 8, 2017",Subcommittee on Nutrition (Committee on Agriculture),The Next Farm Bill: SNAP Technology and Modernization,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106063,AG03
"Thursday, June 8, 2017",Subcommittee on Oversight and Investigations (Committee on Energy and Commerce),Examining the Role of the Department of Health and Human Services in Health Care Cybersecurity,10:15 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106078,IF02
"Thursday, June 8, 2017","Subcommittee on Transportation, and Housing and Urban Development, and Related Agencies (Committee on Appropriations)",Department of Housing and Urban Development - Budget Hearing,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106056,AP20
"Thursday, June 8, 2017","Subcommittee on Regulatory Reform, Commercial, and Antitrust Law (Committee on the Judiciary)","A Time to Reform:  Oversight of the Activities of the Justice Department s Civil, Tax and Environment and Natural Resources Divisions and the U.S. Trustee Program",1:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106076,JU05
"Thursday, June 8, 2017",Committee on Ways and Means,Hearing on the Department of Health and Human Services  Fiscal Year 2018 Budget Request,1:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106077,WM00
"Thursday, June 8, 2017","Committee on Science, Space, and Technology","H.R. 2809, the  American Space Commerce Free Enterprise Act of 2017 ",1:30 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106087,SY00
"Thursday, June 8, 2017",Subcommittee on Federal Lands (Committee on Natural Resources),"Oversight Hearing on  Burdensome Litigation and Federal Bureaucratic Roadblocks to Manage our Nation s Overgrown, Fire-Prone National Forests. ",2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106118,II10
"Thursday, June 8, 2017","Subcommittee on Commerce, Justice, Science, and Related Agencies (Committee on Appropriations)",National Aeronautics and Space Administration   Budget Hearing,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106052,AP19
"Thursday, June 8, 2017",Subcommittee on Transportation and Protective Security (Committee on Homeland Security), How Can the United States Secret Service Evolve to Meet the Challenges Ahead ?,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106069,HM07
"Thursday, June 8, 2017",Subcommittee on Economic Opportunity (Committee on Veterans Affairs),Improving the Quality and Timeliness of GI Bill Processing for Student Veterans,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106074,VR10
"Tuesday, June 13, 2017",Subcommittee on Homeland Security (Committee on Appropriations),U.S. Customs and Border Protection & U.S. Immigration and Customs Enforcement FY18 Budget Requests,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106057,AP15
"Friday, June 9, 2017",Subcommittee on Health (Committee on Energy and Commerce),"Examining H.R. 772, The Common Sense Nutrition Disclosure Act of 2017",9:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106081,IF14
"Monday, June 12, 2017",Subcommittee on Financial Services and General Government (Committee on Appropriations),Department of the Treasury   Budget Hearing,4:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106084,AP23
"Monday, June 12, 2017",Committee on Rules,S. 1094 Department of Veterans Affairs Accountability and Whistleblower Protection Act of 2017; H.R. 2372 VETERAN Act; H.R. 2579 Broader Options for Americans Act; H.R. 2581 Verify First Act,5:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106119,RU00
"Monday, June 12, 2017",Committee on Armed Services,The Fiscal Year 2018 National Defense Authorization Budget Request from the Department of Defense,7:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106090,AS00
"Monday, June 12, 2017","Subcommittee on Military Construction, Veterans Affairs, and Related Agencies (Committee on Appropriations)",FY 2018 Military Construction and Veterans Affairs Appropriations Bill - Subcommittee Draft,7:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106111,AP18
"Tuesday, June 13, 2017","Subcommittee on Courts, Intellectual Property, and the Internet (Committee on the Judiciary)",Examining the Supreme Court s TC Heartland Decision,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106105,JU03
"Tuesday, June 13, 2017",Subcommittee on the Middle East and North Africa (Committee on Foreign Affairs),Challenges and Opportunities for the U.S.-Saudi Relationship,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106108,FA13
"Tuesday, June 13, 2017",Subcommittee on Conservation and Forestry (Committee on Agriculture),"Small Watershed Infrastructure:  Continuing the Mission, Building upon Success",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106099,AG15
"Tuesday, June 13, 2017",Subcommittee on Communications and Technology (Committee on Energy and Commerce),Promoting Security in Wireless Technology,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106104,IF16
"Tuesday, June 13, 2017",Subcommittee on Digital Commerce and Consumer Protection (Committee on Energy and Commerce),Disrupter Series: Update on IOT Opportunities and Challenges,10:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106103,IF17
"Tuesday, June 13, 2017",Subcommittee on Information Technology (Committee on Oversight and Reform), The Federal Information Technology Acquisition Reform Act (FITARA) Scorecard 4.0 ,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106107,GO25
"Tuesday, June 13, 2017",Subcommittee on the Constitution and Civil Justice (Committee on the Judiciary),Lawsuit Abuse and the Telephone Consumer Protection Act,2:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106106,JU10
"Tuesday, June 13, 2017",Committee on Rules,"H.R. 1215 Protecting Access to Care Act of 2017 (Rules Committee Print 115-10, showing the text of H.R. 1215 as ordered reported by the Committee on the Judiciary)",3:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106125,RU00
"Wednesday, June 14, 2017",Committee on Foreign Affairs,The FY 2018 Foreign Affairs Budget,9:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106115,FA00
"Thursday, June 15, 2017","Subcommittee on Transportation, and Housing and Urban Development, and Related Agencies (Committee on Appropriations)",Department of Transportation   Budget Hearing,11:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106085,AP20
"Wednesday, June 14, 2017",Subcommittee on Energy (Committee on Energy and Commerce),"States  Perspectives on Energy Security Planning, Emergency Preparedness, and State Energy Programs",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106112,IF03
"Friday, June 23, 2017",Subcommittee on Health (Committee on Energy and Commerce),Examining the Extension of Safety Net Health Programs,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106114,IF14
"Wednesday, June 14, 2017",Committee on Small Business,POSTPONED UNTIL 12:00 PMA Cautionary Tale: A Review of SBA s Failed FY 2014 Agency Restructure,12:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106137,SM00
"Wednesday, June 14, 2017",Committee on Homeland Security,"H.R. 2825, To amend the Homeland Security Act of 2002 to make certain improvements in the laws administered by the Secretary of Homeland Security, and for other purposes.  The  Department of Homeland Security Authorization Act of 2017 .",12:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106121,HM00
"Wednesday, June 14, 2017","Subcommittee on State, Foreign Operations, and Related Programs (Committee on Appropriations)",Department of the Treasury   International Programs Budget Request,12:30 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106095,AP04
"Wednesday, June 14, 2017",Committee on the Judiciary,"H.J. Res. 76, Granting the consent and approval of Congress for the Commonwealth of Virginia, the State of Maryland, and the District of Columbia to a enter into a compact relating to the establishment of the Washington Metrorail Safety Commission;H.J. Res. 92, Granting the consent and approval of Congress for the Commonwealth of Virginia, the State of Maryland, and the District of Columbia to amend the Washington Area Transit Regulation Compact;",1:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106135,JU00
"Thursday, June 15, 2017",Committee on Financial Services,"H.R. 1422, H.R. 1558, H.R. 2246, H.R. 2565, H.R. 2868, H.R. 2875, and H.R. 2874 -- Day 1",9:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106136,BA00
"Wednesday, June 14, 2017","Subcommittee on Health, Employment, Labor, and Pensions (Committee on Education and Labor)","Hearing on  Legislative Reforms to the National Labor Relations Act: H.R. 2776, Workforce Democracy and Fairness Act; H.R. 2775, Employee Privacy Protection Act; and H.R. 2723, Employee Rights Act. ",1:00 PM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106109,ED02
"Thursday, June 15, 2017","Subcommittee on Africa, Global Health, Global Human Rights, and International Organizations (Committee on Foreign Affairs)",H.R. 1415,11:30 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106116,FA16
"Thursday, June 15, 2017","Subcommittee on Africa, Global Health, Global Human Rights, and International Organizations (Committee on Foreign Affairs)",Africa s Current and Potential Famines,11:45 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106113,FA16
"Thursday, June 15, 2017",Permanent Select Committee on Intelligence,Ongoing Intelligence Activities (Closed),9:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106098,IG00
"Thursday, June 15, 2017",Committee on Ways and Means,Markup of Legislation to Modify the Nuclear Production Tax Credit,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106147,WM00
"Thursday, June 15, 2017",Subcommittee on Environment (Committee on Energy and Commerce),"Subcommittee Vote on H.R. 806, H.R. ___, Brownfields Enhancement, Economic Redevelopment, and Reauthorization Act of 2017, and H.R.___, Nuclear Waste Policy Amendments Act of 2017",10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106145,IF18
"Thursday, June 15, 2017","Subcommittee on Terrorism, Nonproliferation, and Trade (Committee on Foreign Affairs)",Foreign Military Sales: Process and Policy,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106129,FA18
"Thursday, June 15, 2017",Committee on the Judiciary,Data Stored Abroad: Ensuring Lawful Access and Privacy Protection in the Digital Era,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106117,JU00
"Thursday, June 15, 2017",Subcommittee on Defense (Committee on Appropriations),Department of Defense   Budget Hearing,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106086,AP02
"Thursday, June 15, 2017","Subcommittee on Oversight (Committee on Science, Space, and Technology)",Bolstering the Government s Cybersecurity: Lessons Learned from WannaCry,10:00 AM,https://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=106120,SY21
